benchmark_name,benchmark_id,image_path,answer,options,image_exists,patch_exists,is_valid,metric_type,file_id,prompt
gtex,GTEX-WXYG-1826,GTEX-WXYG-1826.tiff,Colon,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-WXYG-1826,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1A3MV-1026,GTEX-1A3MV-1026.tiff,Colon,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1A3MV-1026,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1PPH8-1026,GTEX-1PPH8-1026.tiff,Adipose,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1PPH8-1026,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1KXAM-2226,GTEX-1KXAM-2226.tiff,Skin,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1KXAM-2226,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1HSKV-1526,GTEX-1HSKV-1526.tiff,Kidney,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1HSKV-1526,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1RMOY-0626,GTEX-1RMOY-0626.tiff,Heart,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1RMOY-0626,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1IDJF-1426,GTEX-1IDJF-1426.tiff,Stomach,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1IDJF-1426,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-XPT6-0726,GTEX-XPT6-0726.tiff,Stomach,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-XPT6-0726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-12WS9-0626,GTEX-12WS9-0626.tiff,Muscle,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-12WS9-0626,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1EWIQ-2626,GTEX-1EWIQ-2626.tiff,Stomach,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1EWIQ-2626,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-NL3H-0626,GTEX-NL3H-0626.tiff,Lung,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-NL3H-0626,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-SUCS-0826,GTEX-SUCS-0826.tiff,Esophagus,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-SUCS-0826,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-ZV68-0826,GTEX-ZV68-0826.tiff,Adipose,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-ZV68-0826,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1JMQK-2626,GTEX-1JMQK-2626.tiff,Breast,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1JMQK-2626,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1EU9M-2926,GTEX-1EU9M-2926.tiff,Brain,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1EU9M-2926,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-14BMU-0726,GTEX-14BMU-0726.tiff,Pancreas,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-14BMU-0726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-11NUK-3026,GTEX-11NUK-3026.tiff,Brain,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-11NUK-3026,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-ZXES-1726,GTEX-ZXES-1726.tiff,Colon,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-ZXES-1726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1C4CL-0126,GTEX-1C4CL-0126.tiff,Artery,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1C4CL-0126,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1S5VW-0726,GTEX-1S5VW-0726.tiff,Breast,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1S5VW-0726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-ZAJG-1826,GTEX-ZAJG-1826.tiff,Spleen,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-ZAJG-1826,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1F6RS-0726,GTEX-1F6RS-0726.tiff,Thyroid,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1F6RS-0726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1CB4J-0126,GTEX-1CB4J-0126.tiff,Artery,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1CB4J-0126,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-X4EP-1426,GTEX-X4EP-1426.tiff,Artery,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-X4EP-1426,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-YJ8O-2326,GTEX-YJ8O-2326.tiff,Skin,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-YJ8O-2326,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-18D9A-2026,GTEX-18D9A-2026.tiff,Adipose,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-18D9A-2026,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1PPH7-0526,GTEX-1PPH7-0526.tiff,Adrenal Gland,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1PPH7-0526,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-18D9B-0526,GTEX-18D9B-0526.tiff,Skin,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-18D9B-0526,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-WFON-1326,GTEX-WFON-1326.tiff,Colon,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-WFON-1326,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-UTHO-1126,GTEX-UTHO-1126.tiff,Artery,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-UTHO-1126,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-13W46-1926,GTEX-13W46-1926.tiff,Esophagus,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-13W46-1926,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-ZEX8-0526,GTEX-ZEX8-0526.tiff,Lung,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-ZEX8-0526,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1J8Q3-2326,GTEX-1J8Q3-2326.tiff,Colon,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1J8Q3-2326,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1AX9K-2726,GTEX-1AX9K-2726.tiff,Muscle,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1AX9K-2726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-VJYA-1226,GTEX-VJYA-1226.tiff,Prostate,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-VJYA-1226,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-15D79-0426,GTEX-15D79-0426.tiff,Artery,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-15D79-0426,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1GF9W-0926,GTEX-1GF9W-0926.tiff,Spleen,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1GF9W-0926,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
gtex,GTEX-1HSMP-1726,GTEX-1HSMP-1726.tiff,Prostate,"['Esophagus', 'Artery', 'Skin', 'Adipose', 'Colon', 'Heart', 'Muscle', 'Nerve', 'Stomach', 'Thyroid', 'Breast', 'Spleen', 'Pancreas', 'Lung', 'Brain', 'Small Intestine', 'Adrenal Gland', 'Liver', 'Kidney', 'Prostate']",True,True,True,balanced_accuracy,GTEX-1HSMP-1726,"What organ type is shown in this histopathology image?

Select from the following options:
{options}

Please choose the number of the correct option and respond in the following JSON format:
```json
{{""answer"": YOUR_ANSWER}}
```
"
